link_#,course_id,course_name,crosslist,duplicate,corequisite,preparation,prerequisite,similar_mooc
856,HIST 305,HIST 305 From Goddesses to Witches : Women in Premodern Europe,,HIST 270,,,,
857,JS 315,"JS 315g Anti-Semitism , Racism and Other Hatreds","REL 310, HIST 322",,,,,
858,JS 340,Modern Jewish History,,,,JS 100,,
859,JOUR 307,JOUR 307 Reporting and Writing II,,,,,"JOUR 321, JOUR 207",
860,JOUR 320,JOUR 320 Introduction to Coding for Storytelling,,,,,"JOUR 321, JOUR 207",
861,JOUR 322,JOUR 322 Data Journalism,,,,,"JOUR 320, JOUR 307","csr00732, csr01756"
862,JOUR 323,JOUR 323 Creating your Digital Footprint and Brand,,,,,"JOUR 320, JOUR 322, JOUR 307",
863,JOUR 372,JOUR 372 Engaging Diverse Communities in the Digital Era,,ASCJ 440,,,JOUR 307,
864,JOUR 408,JOUR 408 Advanced Media Law in the Digital Age,,,,,"JOUR 320, JOUR 208, JOUR 307",
865,JOUR 414,JOUR 414 Advanced Digital Media Storytelling,,,,,"JOUR 320, JOUR 322, JOUR 307",
866,SPAN 260,SPAN 260 Advanced Spanish : Arts and Sciences,,SPAN 266,,,SPAN 220,
867,PORT 300,PORT 300 Introduction to Social and Literary Studies,,,,,"PORT 220, PORT 240, PORT 120, PORT 150",
868,PORT 302,PORT 302 Introduction to Brazilian Literature,,,,,"PORT 220, PORT 300, PORT 240, PORT 120, PORT 150",
869,PORT 342,PORT 342 Brazilian Cinema,,,,,"PORT 220, PORT 300, PORT 240, PORT 120, PORT 150",
870,SPAN 311,SPAN 311 Advanced Spanish Through Contemporary Issues : Oral Emphasis,,,,"SPAN 260, SPAN 261",,
871,SPAN 352,SPAN 352 The Transatlantic Golden Age : New Worlds Real and Imagined,,,,"SPAN 308, SPAN 306, SPAN 304",,
872,SPAN 373,SPAN 373 Modern and Postmodern Spanish Fiction,,SPAN 378,,"SPAN 308, SPAN 306, SPAN 304",,
873,SPAN 381,Narco-World,,,,,"SPAN 260, SPAN 261",
874,SPAN 382,SPAN 382 The Aesthetics of Violence in Latin America,,,,"SPAN 308, SPAN 306, SPAN 304",,
875,SPAN 405,SPAN 405 History of the Spanish and Portuguese Languages,,,,,"SPAN 310, SPAN 315",
876,SPAN 455,SPAN 455 Picaresque Itineraries : Empire and Its Discontents,,,,"SPAN 308, SPAN 306, SPAN 304",,
877,SPAN 460,SPAN 460 Don Quijote : Text and Film,,,,,SPAN 301,
878,SPAN 464,SPAN 464 Introduction to Contemporary Spanish Theatre,,,,"SPAN 308, SPAN 306, SPAN 304",,
879,SPAN 465,SPAN 465 Cultural Perspectives of the Iberian Peninsula,,,,"SPAN 260, SPAN 261",,
880,SPAN 469,SPAN 469 Immigration in Spain,,,,,"SPAN 260, SPAN 261, SPAN 220",
881,SPAN 471,SPAN 471 Postdictatorship Spanish and Latin American Cinema,,,,,SPAN 302,
882,SPAN 472,SPAN 472 The Sixties in Latin America,,,,,"SPAN 308, SPAN 306, SPAN 304",
883,AMST 133,AMST 133g Religions of Latin America,,,,,REL 133,
884,HIST 473,HIST 473 Colonial Latin America Seminar,,HIST 371,,,,
885,LING 401,LING 401 Advanced Phonology,,LING 401,,,LING 301,
886,LING 402,LING 402 Advanced Syntax,,LING 402,,,"LING 210, LING 302",udc00084
887,LING 403,LING 403 Advanced Semantics,,LING 201,,,LING 302,
888,LING 410,LING 410 Second Language Acquisition,,LING 396,,,LING 210,
889,MATH 434,Geometry and Transformations,,,,,"MATH 226, MATH 227","csr01123, csr00962, csr02531"
890,MATH 450,History of Mathematics,,,,,"MATH 245, MATH 225",csr01548
891,AME 305,Mechanical Design,,,,,"CE 225, AME 204",
892,AME 410,Engineering Design Theory and Methodology,,,,AME 305,,
893,AME 303,Dynamics of Machinery,,,,,"CE 235, AME 301",
894,IML 201,IML 201 The Languages of Digital Media,,IML 101,,,,udc00156
895,IML 288,IML 288 Critical Thinking and Procedural Media,,IML 388,,,,
896,IML 202,IML 202 Media Arts and Practice Studio I,,IML 102,,,IML 201,
897,IML 203,IML 203 Media Arts and Practice Studio II,,IML 103,,,IML 202,
898,IML 310,IML 310 Professionalism for Media Arts,,,,,IML 300,
899,IML 404,IML 404 Tactical Media,,,,,IML 288,
900,IML 428,IML 428 Exploring and Creating Sonic Environments,,,,,IML 328,
901,IML 435,IML 435 Digital Narrative Design II,,,,,IML 335,
902,IML 436,IML 436 Hypercinemas Studio,,,,,IML 335,
903,IML 454,IML 454 Advanced Techniques of Spatial Representation,,,,,IML 354,
904,IML 441,IML 441 Thesis Project I,,,,,IML 346,
905,IML 444,IML 444 Thesis Project II,,,,,IML 441,
906,IML 422,IML 422 Information Visualization,,IML 222,,,,"udc00101, csr00910, csr01554, csr00021, csr00091, csr00281, udc00182"
907,IML 458,IML 458 The Embedded Story : Designing Digital Landscapes and Languages,,,,,"IML 456, CTPR 457",
908,ARAB 252,ARAB 252 Arabic IV,,MDES 252,,,ARAB 222,
909,IRAN 250,IRAN 250 Persian IV,,MDES 250,,,IRAN 220,
910,CLAS 378,CLAS 378 Ptolemaic Egypt,"MDES 378, HIST 328",,,,,
911,COLT 437,COLT 437 Arabic Autobiography : Writing and Interpreting the Self,MDES 437,COLT 448,,,,
912,COLT 447,COLT 447 Traveling Genres : Politics/Poetics of Modern Arabic Prose,MDES 447,COLT 448,,,,
913,MDES 343,MDES 343g Modern Arab State and Society II : Culture and Literature,COLT 347,,,,,
914,MDES 340,MDES 340 Perspectives on US Foreign Policy in the Middle East,IR 359,,,,,
915,ARAB 300,ARAB 300 Introduction to Translation,LING 300,,,,ARAB 222,
916,ARAB 322,ARAB 322 Advanced Arabic I,,MDES 322,,,ARAB 252,
917,ARAB 333,ARAB 333 Colloquial Arabic : Regional Dialects,,MDES 333,,,"ARAB 222, ARAB 152, ARAB 252",
918,ARAB 334,ARAB 334 Media Arabic,,MDES 334,,,ARAB 222,
919,ARAB 352,ARAB 352 Advanced Arabic II,,MDES 352,,,ARAB 322,
920,IRAN 320,IRAN 320 Advanced Persian I,,MDES 320,,,IRAN 250,
921,IRAN 350,IRAN 350 Advanced Persian II,,MDES 350,,,IRAN 320,
922,MDES 345,MDES 345p Sovereignty in the Middle East,IR 350,,,,,
923,MUHL 231,MUHL 231 Music History,,MUHL 385,,,"MUHL 385, MUCO 132, MUCO 133",
924,MUHL 232,MUHL 232 Music History II,,MUHL 385,,,"MUCO 132, MUCO 133",
925,MUHL 331,MUHL 331 Music History III,,MUHL 280,,,"MUCO 132, MUCO 133, MUCO 233, MUCO 232",
926,MUHL 332,MUHL 332 Studies in Musical Culture,,MUHL 280,,"MUEN 331, MUCO 233, MUHL 231, MUCO 232, MUHL 232",,
927,MUIN 360,Introduction to Music Law,,,,,MUIN 270,
928,MUIN 450,MUIN 450 Practicum in Music Industry Issues (Internship),,,,,"MUIN 360, MUIN 372",
929,MUIN 370,Music Publishing and Licensing,,,,,"MUIN 270, MUIN 272",
930,MUIN 443,The Business of Music for Visual Media,,,,,"MUIN 360, MUIN 372","csr00992, csr00996"
931,MUIN 445,International Music Industry,,,,,MUIN 360,
932,MTEC 175,MTEC 175 Fundamentals of Audio Recording,,MTEC 275,,,,
933,MTEC 176,MTEC 176 Critical Listening,,MTEC 275,,MTEC 175,,
934,MTEC 275,MTEC 275 Fundamentals of Audio Engineering,,MTEC 275,,"MTEC 176, MTEC 175",,csr01146
935,MTEC 389,MTEC 389 Digital Equipment and Recording,,MUIN 389,,,MTEC 275,
936,MTEC 392,MTEC 392a Acoustics and Speaker Design,,MUIN 392,,,MTEC 275,
937,MTEC 442,MTEC 442 Operation of the Radio Studio,,MUIN 442,,,MTEC 275,
938,MTEC 477,MTEC 477 Remote Recording Techniques,,MUIN 477,,,MTEC 275,
939,MTEC 478,MTEC 478 Advanced Multichannel Remix,,MUIN 478,,,MTEC 446,
940,MTEC 479,MTEC 479 Audio Mastering,,MUIN 479,,,"MTEC 446, MTEC 275",
941,MTEC 494,MTEC 494 Classical Music Recording,,MUIN 494,,,,
942,BAEP 450,BAEP 450 Fundamentals of Entrepreneurship,,"BAEP 310, BAEP 423, BAEP 451, BUAD 301",,,,"csr02002, csr02002, csr01432, csr01399, csr00854"
943,BAEP 451,BAEP 451 The Management of New Enterprises,,"BAEP 310, BAEP 423, BAEP 450, BUAD 301",,,,
944,MUIN 497,"MUIN 497 Current Topics , Case Studies , and Analysis",,,,,"MUIN 270, MUIN 272","csr00780, csr02489"
945,MUIN 372,MUIN 372 Business and Legal Aspects of the Music Industry,,MUIN 372,,,"MUIN 270, MUIN 272",
946,MUIN 444,MUIN 444 Music Supervision,,,,,"MUIN 360, MUIN 372",
947,MUIN 475,Advanced Concert Management,,,,,MUIN 425,
948,MTEC 486,MTEC 486 Computer-Assisted Music Editing for Picture,,MUIN 486,,,MTEC 446,
949,MTEC 493,MTEC 493 Audio Signal Processing Equipment,,MUIN 493,,,MTEC 275,csr01145
950,MKT 385,MKT 385x Marketing of Creative Disruption and Innovation,,BUAD 307,,,,
951,MUIN 410,"Marketing , Branding and Strategic Alliances in Music",,,,,"MUIN 270, MUIN 272",csr01836
952,MUIN 420,DIY Music Marketing,,,,,"MUIN 270, MUIN 272",
953,MPPM 340,Intermediate Drum Set Proficiency,,,,MPPM 240,,
954,MPVA 241,MPVA 241 Intermediate Class Voice,,,,,MPVA 141,
955,MUSC 355,MUSC 355 Songwriting II,,MUCO 252,,,MUSC 255,
956,MUSC 455,MUSC 455 Songwriting III : The Performing Songwriter,,MUCO 254,,,MUSC 355,
957,MUIN 498,Final Capstone Project,,,,,"MUIN 270, MUIN 272","csr01880, csr02345, csr01842, csr00266, csr01437, csr02145"
958,MTEC 337,Music Production II,,,,,MTEC 237,"csr00992, csr01517, csr01500, csr01502, csr01499"
959,MTEC 430,MTEC 430 Advanced Instrumental Recording,,,,,"MTEC 176, MTEC 175, MTEC 575, MTEC 277",
960,MTEC 491,MTEC 491 The Recording Console,,MTEC 291,,,"MTEC 446, MTEC 275",
961,MUCO 131,Harmony in Popular Music,,,,,MUCO 133,
962,CTWR 415,Advanced Writing,,,,,"CTWR 413, CTWR 412, CTWR 416","csr01505, csr00792, csr02003, csr02003"
963,ENGL 402,ENGL 402 Narrative Composition,,,,,"ENGL 302, ENGL 262, ENGL 263, ENGL 305, ENGL 261",
964,THTR 366,Playwriting II,,,,,THTR 365,
965,ENGL 444,ENGL 444m Native American Literature,,,,ENGL 263,,udc00233
966,THTR 210,THTR 210 Theory and Practice of World Theatre I,,,,THTR 125,,
967,THTR 211,THTR 211g Theory and Practice of World Theatre II,,THTR 311,,THTR 125,,
968,CLAS 380,Approaches to Myth,,,,CLAS 280,,
969,ENGL 423,English Literature of the 18th Century (1660â€“1780),,,,,ENGL 261,
970,ENGL 424,English Literature of the Romantic Age (1780â€“1832),,,,,ENGL 262,
971,ENGL 425,English Literature of the Victorian Age (1832â€“1890),,,,,ENGL 262,
972,ENGL 426,Modern English Literature (1890â€“1945),,,,,ENGL 262,
973,ENGL 440,American Literature to 1865,,,ENGL 263,,,
974,ENGL 441,"American Literature , 1865 to 1920",,,ENGL 263,,,
975,ENGL 361,ENGL 361g Contemporary Prose,,ENGL 455,,,,
976,ENGL 363,ENGL 363g Contemporary Drama,,ENGL 463,,,,
977,THTR 300,THTR 300 Introduction to Modern Drama,,THTR 200,,,,
978,BISC 408,BISC 408 Systems Neuroscience : From Synapses to Perception,,,,,BISC 421,
979,BISC 410,Applications of Molecular Biology to Medicine,,,,,BISC 330,
980,BISC 411,Advanced Cell Biology,,,,,"BISC 221, BISC 220, BISC 320",
981,BISC 422,BISC 422L Neurobiology Laboratory,,,BISC 421,,,
982,BISC 426,BISC 426 Principles of Neural Development,,,,,BISC 421,
983,MATH 265,Mathematical and Computational Methods for Neuroscience,,,,,"MATH 125, MATH 127, MATH 126","csr00220, csr01367"
984,PSYC 426,PSYC 426 Motivated Behaviors and Addiction,,,,,PSYC 100,
985,SOCI 408,"SOCI 408 Volunteers , Non-Governmental Organizations , and Everyday Pol",,,SOCI 325,,"SOCI 200, SOCI 314, SOCI 313, SOCI 325, SOCI 270, SOCI 370",
986,ANTH 357,ANTH 357g Cultures of Genocide,,,,,"ANTH 100, ANTH 200",
987,SOCI 402,SOCI 402 Human Trafficking,SWMS 402,,,,"SOCI 200, SOCI 314, SOCI 370, SOCI 313, SOCI 325",
988,SOCI 429,"SOCI 429 Immigration , Work and Labor",,,,,"SOCI 200, SOCI 314, SOCI 370, SOCI 313, SOCI 325",
989,SOCI 464,SOCI 464 Sociology of Gender and Work,SWMS 464,,,,"SOCI 200, SOCI 314, SOCI 370, SOCI 313, SOCI 325",
990,COMM 487,Communication and Global Organizations,,,,COMM 385,,
991,PPD 318,PPD 318 Financial Accounting in Public and Nonprofit Organizations,,PPMT 351,,,,"csr00919, csr01036, csr00956, csr01893, csr00310, csr00881, csr01870"
992,SOCI 425,"SOCI 425 Crowds , Publics , and Social Movements",,,,,"SOCI 200, SOCI 314, SOCI 370, SOCI 313, SOCI 325",
993,OT 511,OT 511 Therapeutic Use of Self,,OT 410,,,,
994,OT 515,OT 515 Neuroscience of Behavior,,OT 451,,,,"csr01367, csr00220"
995,OT 518,OT 518 Quantitative Research for Evidence-Based Practice,,OT 480,,,,
996,OT 521,OT 521 Clinical Reasoning,,OT 411,,,,
997,OT 523,OT 523 Communication Skills for Effective Practice,,OT 430,,,,
998,OT 525,OT 525 Qualitative Research for Evidence-Based Practice,,OT 470,,,,"csr01059, csr01662, csr00848, csr01567, csr01736"
999,OT 501,OT 501L Practice Immersion : Adult Physical Rehabilitation,,OT 401,,,,
1000,OT 502,OT 502L Practice Immersion : Mental Health,,OT 402,,,,csr02573
1001,OT 503,OT 503L Practice Immersion : Pediatrics,,OT 403,,,,
1002,MPGU 259,Functional Skills for Classical Guitarists I,,,,MUCO 232,,
1003,MPGU 357,Advanced Classical Guitar Techniques,,,,MPGU 257,,
1004,MPGU 426,MPGU 426 Classical Guitar History and Literature,,"MUHL 426, MPGU 426",,MUHL 332,,
1005,MPGU 427,MPGU 427 Advanced Topics in Classical Guitar History and Literature,,"MUHL 426, MPGU 426",,MPGU 426,,
1006,MPGU 459,Functional Skills for Classical Guitarists II,,,,"MUCO 233, MUCO 232",,
1007,MUEN 323,MUEN 323 University Wind Ensemble,,"MUEN 423, MUEN 223",,,,
1008,MUEN 325,MUEN 325 Wind and Percussion Chamber Music,,"MUEN 225, MUEN 425",,,,
1009,MPKS 260,Functional Skills for Keyboard Majors II,,,,,MPKS 160,
1010,MUEN 328,MUEN 328 Keyboard Collaboration,,MUEN 428,,,,
1011,MPKS 228,MPKS 228 Four-Hand Keyboard Repertoire,,MUEN 228,,,,
1012,MPKS 431,Piano Pedagogy : Introduction and Practicum,,,,,"MPKS 260, MPKS 253",
1013,MPKS 472,Piano History and Literature,,,,,"MUHL 331, MUHL 332",
1014,MPPM 320,MPPM 320 Popular Music Performance II,,,,,MPPM 120,
1015,MPGU 258,MPGU 258 Functional Skills for Studio Guitarists I,,,,,MPGU 159,
1016,MPGU 358,MPGU 358 Performance Practices for Studio Guitarists,,,,,MPGU 258,
1017,MPGU 416,MPGU 416 Evolution of the Guitar in the United States,,MUHL 416,,,,
1018,MPGU 301,MPGU 301 Individual Instruction,,"MPGU 201, MPGU 401",,,,
1019,MUEN 327,MUEN 327 String Chamber Music,,"MUEN 227, MUEN 427",,,,
1020,MPVA 203,MPVA 203a Acting for Singers I,,MPVA 303,,MPVA 153,,
1021,MPVA 404,MPVA 404 Word and Music in Opera,,,,MPVA 203,,
1022,MPVA 440,MPVA 440 Italian and French Diction,,MPVA 442,,,,
1023,MPVA 479,MPVA 479 Song Literature,,MUHL 479,,,,
1024,FREN 150,French II,,,,,FREN 120,
1025,RXRS 403,RXRS 403 Neuropharmacology in Health and Disease,,,,,BISC 220,
1026,RXRS 408,RXRS 408 Immunology and Immunotherapeutics,,,,,"BISC 220, CHEM 105, BISC 120",
1027,RXRS 409,RXRS 409 Neuroimmunology : Focus on Disease and Therapy,,,,,"BISC 450, RXRS 408",
1028,RXRS 410,RXRS 410 Cancer Biology and Pharmacotherapy,,,,,"BISC 220, CHEM 105, BISC 120",
1029,PHIL 222,PHIL 222g Logic and Language,,PHIL 350,,,,csr00654
1030,PHIL 240,"PHIL 240g Mind , Self , and Consciousness",,PHIL 262,,,,
1031,POSC 426,The United States Supreme Court,,,,POSC 130,,
1032,POSC 444,POSC 444 Civil and Political Rights and Liberties,,,,"POSC 440, POSC 340",,
1033,POSC 440,Comparative Law and the Judicial Process,,,,POSC 340,,
1034,POSC 443,Law in Film,,,,POSC 130,,
1035,PHYS 440,PHYS 440 Introduction to Condensed Matter Physics,,,PHYS 438,,,
1036,PHYS 493,PHYS 493L Advanced Experimental Techniques,,,,,"PHYS 152, PHYS 153",
1037,EE 352,EE 352L Computer Organization and Architecture,,,,,CSCI 104,"csr01451, csr02000, csr02000"
1038,ECON 303,Intermediate Microeconomic Theory,,,ECON 205,,"MATH 118, MATH 125, ECON 203",
1039,BUAD 350,Macroeconomic Analysis for Business Decisions,,,,,"ECON 205, ECON 203",
1040,ECON 330,The Political Economy of Institutions,,,,,ECON 203,
1041,ECON 332,"Contracts , Organizations and Institutions",,,,,ECON 203,
1042,ECON 360,Public Finance,,,,,"ECON 205, ECON 203",csr01114
1043,ECON 366,Urban Economics,,,,,"ECON 205, ECON 203",
1044,ECON 395,Economic Policy Issues,,,,,"ECON 205, ECON 203",
1045,PPD 357,PPD 357 Government and Business,,PPMT 357,,,ECON 203,
1046,ECON 487,ECON 487 Resource and Environmental Economics,,,,,ECON 303,
1047,PSYC 316,PSYC 316 L Non-Experimental Research Methods,,,,,"PSYC 100, PSYC 314",
1048,MATH 117,MATH 117g Introduction to Mathematics for Business and Economics,,,,,MATH 040,
1049,PPD 240,PPD 240g Citizenship and Public Ethics,,PPMT 240,,,,
1050,PPD 301,PPD 301 PPD Practices : Internship Seminar,,PPD 401,,,,
1051,PPD 303,"PPD 303 Statistics for Policy , Planning , and Development",,PPD 404,,,MATH 117,
1052,PPD 373,PPD 373 Public Policy and Planning Analysis,,PPD 473,,,"PPD 225, PPD 303, ECON 203",
1053,PPD 415,Health Policy,,,,,PPD 325,
1054,PPD 413,PPD 413 Administration of Health Care Organizations,,PPMT 439,,,,
1055,PPD 320,PPD 320 Organizational Behavior in Public Administration,,PPMT 485,,,,
1056,PPD 403,PPD 403 Management Analysis I,,PPMT 403,,,,
1057,PPD 371,PPD 371 The Nonprofit Sector and the Public Interest,,PPMT 371,,,,
1058,PPD 372,PPD 372m Public Service in an Urban Setting,,PPMT 372,,,,
1059,PPD 313,PPD 313 Finance of the Public Sector,,PPMT 313,,,ECON 203,
1060,PPD 342,PPD 342 Crime and Public Policy,,PPMT 342,,,,
1061,ECON 434,Economic Analysis of Law,,,,,ECON 303,
1062,PPD 439,PPD 439 Housing and Community Development,,PLDV 440,,,,
1063,PPD 404,PPD 404 Empirical Methods for Public Policy,,,,,PPD 303,
1064,PPD 358,PPD 358 Urban and Regional Economics,,PLDV 402,,,,
1065,PPD 380,PPD 380a International Perspectives on Urban Problem Solving,,PPMT 412,,,,udc00054
1066,PR 209,PR 209 Effective Writing for Strategic Public Relations,,JOUR 209,,,,"csr01114, csr01118, csr00777, csr02486"
1067,PR 250,PR 250 Strategic Public Relations : An Introduction,,"JOUR 250, JOUR 350",,,,"csr01114, csr01115, csr01118, csr01116"
1068,PR 351,PR 351a Strategic Public Relations Media and Content,,JOUR 351,,,"PR 250, JOUR 209, JOUR 250, PR 209","csr01114, csr01126, csr01117, csr02097, csr02311"
1069,PR 428,"PR 428 Social , Legal and Ethical Foundations of Public Relations",,JOUR 428,,,"PR 250, JOUR 250",csr01114
1070,PR 429,PR 429 Business and Economic Foundations of Public Relations,,JOUR 429,,,"PR 351, JOUR 351","csr01114, csr01118, csr01116, csr01115"
1071,PR 450,PR 450 Advanced Strategic Public Relations,,JOUR 450,,,"JOUR 463, PR 463, PR 351, JOUR 351","csr01116, csr01118, csr01114, csr01117, csr01115"
1072,PR 463,"PR 463 Strategic Public Relations Research , Analysis and Insights",,JOUR 463,,,"PR 351, JOUR 351","csr01115, csr01118, csr01116"
1073,MATH 307,Statistical Inference and Data Analysis I,,,,,"MATH 118, MATH 125, MATH 126","csr00006, csr00272"
1074,MATH 308,Statistical Inference and Data Analysis II,,,,,MATH 307,"csr00006, csr00272"
1075,BISC 321,"BISC 321 Multidisciplinary Seminar : Science , Technology and Society",,MDA 321,,,"PHYS 151, CHEM 115, BISC 221, BISC 220, CHEM 105, PHYS 135, BISC 120, BISC 121",
1076,BISC 407,BISC 407 Cellular and Molecular Neuroscience,NEUR 407,,,BISC 421,,
1077,BISC 434,BISC 434 Introduction to Genome Science,,,,BISC 325,,
1078,BISC 473,BISC 473L Biological Oceanography,,,,,"BISC 103, BISC 120, BISC 121",
1079,RED 362,RED 362 Real Estate Development Fundamentals,,,,,"PPD 227, MATH 118, PPD 245, MATH 108, MATH 125, MATH 117",
1080,RED 375,RED 375 Real Estate Development Analysis,,PPD 375,,,"RED 362, BUAD 215, ECON 203",
1081,RED 435,RED 435 Analyzing Real Estate Markets,,PPD 435,,,"PPD 303, RED 375",
1082,RED 437,RED 437 Advanced Finance and Investment for Real Estate Development,,PPD 437,,,RED 435,
1083,EALC 431,EALC 431 The Taoist Tradition,,,,EALC 355,,
1084,SLL 255,Business Russian,,,,,SLL 220,
1085,SOCI 325,SOCI 325 Applied Social Research Methods,,,,,"SOCI 200, SOCI 314, SOCI 313",
1086,SOCI 351,SOCI 351 Public Policy and Juvenile Justice,,,,,"SOCI 200, SOCI 314",
1087,SOCI 353,SOCI 353 Public Policy and Criminal Justice,,,,,"SOCI 200, SOCI 314",
1088,SOCI 480,SOCI 480 The Sociology of Risk and Disaster,,,,,"SOCI 200, SOCI 314, SOCI 370, SOCI 313, SOCI 325","khn00725, khn00765, khn00775"
1089,SOCI 494,SOCI 494 Sociology Honors Seminar I,,,,,"SOCI 200, SOCI 314, SOCI 370, SOCI 313, SOCI 325",
1090,SOCI 495,Sociology Honors Seminar II,,,,,"SOCI 313, SOCI 494",
1091,SPAN 310,SPAN 310 Structure of Spanish,,,,,"SPAN 260, SPAN 261",
1092,THTR 231,Costume Construction,,,,"THTR 201, THTR 125",,csr00315
1093,THTR 232,Stage Lighting,,,,,THTR 131,
1094,THTR 335,THTR 335 Scenic Construction,,THTR 131,,,,
1095,THTR 152,Introduction to Scene Study,,,,,THTR 101,
1096,THTR 352,Intermediate Acting II,,,,,THTR 252,
1097,THTR 354,Acting Shakespeare,,,,,"THTR 101, THTR 252",
1098,THTR 454,Acting Shakespeare II,,,,,THTR 354,
1099,THTR 316,Advanced Movement for Actors,,,,,THTR 216,
1100,THTR 417,Stage Combat,,,,THTR 216,,
1101,THTR 424,THTR 424 The Stage Artist as Entrepreneur,,,,,"THTR 101, THTR 305, THTR 152, THTR 130",
1102,THTR 442,Voice-over Acting,,,,,"THTR 408, THTR 342",
