link_#,course_id,crosslist,duplicate,corequisite,preparation,prerequisite,similar_mooc
1537,MKT 566,DSO 566,DSO 566,,,,"csr01030, csr01095, csr01090, csr01824, csr01083, csr01029, csr01094, csr01853, csr01077, csr00762"
1538,BAEP 549,,"GSBA 586, GSBA 550, BAEP 550, BAEP 551",,,,
1539,ACCT 551,,,,"LAW 600, ACCT 560, ACCT 550",,
1540,ACCT 561,,,,"LAW 600, ACCT 560, ACCT 550",,
1541,ACCT 563,,,,,ACCT 550,
1542,ACCT 567,,,,,ACCT 550,
1543,ACCT 568,,,,,ACCT 561,
1544,ACCT 569,,,,,ACCT 551,
1545,ACCT 570,,,,,"ACCT 561, ACCT 550",
1546,ACCT 571,,,,,ACCT 550,
1547,ACCT 573,,,,,"LAW 600, ACCT 560, ACCT 550",
1548,ACCT 576,,,,,"ACCT 561, ACCT 550",
1549,ACCT 578,,,,,ACCT 561,
1550,ACCT 580,,,,,ACCT 550,
1551,ACCT 582,,,,,GSBA 510,"csr00310, csr00881, csr01870"
1552,ACCT 583,,,,,"ACCT 561, ACCT 585",
1553,BUCO 533,,,,"GSBA 523, GSBA 542, GSBA 502",,
1554,MUCD 541,,,,,MUCD 441,
1555,MUCM 543,,,,,MUCM 641,
1556,MPVA 542,,,,,"MPVA 541, MPVA 438",
1557,CTIN 510,,,,"CTCS 505, CTIN 541, CTIN 506",,
1558,CTIN 593,,,IML 543,,CTIN 503,
1559,CTIN 506,,CTIN 400,,,,
1560,CTIN 544,,,,,CTIN 534,
1561,CTPR 510,,,CTPR 507,,,
1562,CTWR 505,,CTWR 528,,,,
1563,CTPR 508,,,,,"CTWR 505, CTPR 507, CTPR 510",csr00992
1564,CTPR 506,,,,,"CTAN 547, CTIN 534, CTPR 507, CTPR 504",
1565,CTWR 529,,,,,"CTWR 505, CTPR 507",
1566,CTPR 523,,,,,CTPR 508,
1567,CTPR 546,,,,,CTPR 508,
1568,CTPR 547,,,,,CTPR 508,
1569,CTPR 497,,,,,"CTPR 508, CTPR 310","csr01517, csr00992, csr01500, csr01502, csr01499"
1570,CTPR 572,,,,,CTPR 508,
1571,CTPR 531,,,,,CTPR 508,
1572,CTPR 532,,,,,CTPR 508,
1573,CTPR 533,,,,,CTPR 532,
1574,CTPR 534,,,,,CTPR 508,
1575,CTPR 535,,,,,"CTPR 508, CTAN 547",
1576,CTPR 537,,,,,"CTPR 508, CTAN 547",
1577,CTPR 538,,,,,CTPR 508,
1578,CTPR 540,,,,,"CTAN 547, CTPR 507",
1579,CTPR 551,,,,,"CTAN 462, CTPR 537, CTPR 532, CTAN 555",
1580,CTPR 552,,,,,"CTPR 533, CTPR 532",
1581,CTPR 553,,,,,CTPR 508,
1582,CTPR 554,,,,,"CTPR 546, CTPR 547, CTPR 540",
1583,CTPR 556,,,,,"CTPR 546, CTPR 547, CTPR 535",
1584,CTPR 557,,,,,"CTPR 537, CTPR 424",
1585,CTPR 558,,,,,"CTPR 546, CTPR 547, CTPR 486, CTPR 538",
1586,CTPR 565,,,,,"CTPR 508, CTPR 310",
1587,CTPR 573,,,,,CTPR 508,
1588,CTWR 533,,,CTWR 516,,CTWR 529,
1589,CTWR 553,,,,,"CTWR 514, CTWR 533",
1590,CTPR 581,,,,,"CTPR 546, CTPR 547",
1591,CTPR 582,,,,,"CTPR 546, CTPR 547",
1592,CTPR 583,,,,,"CTPR 573, CTPR 546, CTPR 547, CTPR 553, CTPR 532, CTPR 523",
1593,CTPR 585,,,CTPR 558,,"CTPR 546, CTPR 547, CTPR 486, CTPR 538",
1594,CTPR 587,,,,,"CTPR 546, CTPR 547",
1595,PPD 633,,PLUS 580,,,,
1596,CE 583,,,,"CE 471, CE 408, CE 457",,
1597,CE 585,,,,CE 471,,
1598,CE 588,,,,CE 471,,
1599,PPD 634,,PLUS 581,,,,
1600,PPD 692,,PPD 584,,,PPD 501,
1601,CE 476,,,,,CE 309,
1602,CE 520,,,,,"CE 309, ENE 410",
1603,PM 612,,,,PM 510,,
1604,PM 570,,,,,PM 533,
1605,PM 528,,,,PM 500,,
1606,PM 526,,,,PM 500,,csr01188
1607,PMEP 539,,,,,"ECON 500, ECON 581",csr00998
1608,INTD 571,,BIOC 441,,,,
1609,INTD 504,"CBG 504, MICB 504, BIOC 504",,,,,
1610,PATH 553,,PATH 552,,,,
1611,PSCI 667,,,,INTD 531,,
1612,INF 553,CSCI 541,,,"INF 551, INF 552",,"csr00026, csr00286, csr00133, csr00249, csr02393, csr00107, csr01555, csr00024, csr00284"
1613,INF 554,CSCI 560,,,,,"csr00091, csr00021, csr00281, csr02571, csr01554, csr00865, csr00888, csr00115, csr00402, csr02037"
1614,MTAL 500,,MUED 500,,,,"csr00326, csr00329"
1615,MTAL 607,,MUED 607,,,,
1616,MTAL 502,,MUED 502,,,,csr00326
1617,MTAL 503,,MUED 503,,,,
1618,MTAL 721,,MUED 793,,,,"csr01059, csr01662, csr00848, csr01567, csr00326"
1619,MTAL 615,,,,MTAL 500,,
1620,MTAL 592,,MUED 592,,,MTAL 500,"csr01880, csr02345, csr01842, csr01752, csr02350, csr00688, csr02578, csr01494"
1621,BISC 505,,,,BISC 502,,
1622,BISC 577,,MATH 577,,,,
1623,MATH 578,,,,,"CSCI 570, BISC 320",
1624,EE 532,,,,,"EE 450, EE 457",
1625,EE 533,,,,,"EE 450, EE 457",
1626,EE 542,,,,"EE 450, EE 457",,"csr01204, csr02395, csr02291, csr00306, csr01194, csr02276, csr02378, csr00303, csr01191, csr02273"
1627,EE 557,,,,,EE 457,"csr01451, csr02000, csr02000, csr01185"
1628,EE 560,,,,,EE 457,
1629,EE 653,,,,,EE 557,
1630,EE 657,,,,,"EE 557, EE 450",
1631,EE 659,,,,,EE 557,
1632,EE 677,,,,,EE 557,
1633,EE 467,,,,,EE 301,
1634,EE 550,,,,,"EE 503, EE 450",
1635,EE 555,,,,,"EE 503, EE 450",
1636,EE 579,,,,,"EE 555, CSCI 551, EE 550",
1637,EE 597,,,,,"EE 503, EE 450, EE 467","csr00717, csr00972, csr00993"
1638,EE 650,,,,,"EE 503, EE 450, CSCI 551, EE 550",
1639,EE 652,,,,,"CSCI 402, EE 450",
1640,EE 536,,,,,"EE 479, EE 448",
1641,EE 537,,,,,EE 338,
1642,EE 552,,,,,EE 477,
1643,EE 577,,,,,EE 477,"csr00232, csr00557, csr00558, csr01681"
1644,EE 581,CSCI 593,,"EE 457, EE 477",,,
1645,EE 680,,,,,"EE 581, EE 577",
1646,CSCI 551,,,,,"CSCI 402, EE 450, CSCI 353, CSCI 350","udc00134, csr01022, csr01219, csr00305, csr01193, csr02275, csr02377, csr00506, csr00511"
1647,CSCI 555,,,,,"CSCI 402, CSCI 350","udc00123, csr02338, csr01455"
1648,CSCI 558,,,,,"CSCI 402, CSCI 450, EE 450, CSCI 551, CSCI 555",
1649,CSCI 530,,,,,CSCI 402,"udc00098, csr02114, csr01185, csr02001, csr02001, udc00097"
1650,CSCI 531,,,,"CSCI 104, CSCI 103",,"udc00148, csr01680, csr02094, csr01705, csr00264, csr01435, csr00208, csr01919, csr02086, csr02109"
1651,CSCI 556,,,,,"CSCI 570, CSCI 581","csr00264, csr01435, csr02109, csr00208, csr01705, csr01919, csr02086, csr01521, csr01680"
1652,EE 558,,,,EE 338,,
1653,CSCI 548,,,,,"CSCI 561, CSCI 585",
1654,CSCI 586,,,,,CSCI 585,udc00094
1655,CSCI 587,,,,,"SSCI 582, CSCI 585, CSCI 485",
1656,CSCI 653,,,,,CSCI 596,udc00132
1657,CSCI 685,,,,,"CSCI 585, CSCI 485",udc00094
1658,INF 551,CSCI 537,INF 559,,,,"csr01917, udc00004, csr00096, csr02034"
1659,CSCI 686,,,,,CSCI 567,"udc00179, csr00099, csr01549, csr00489, csr00031, csr01316, csr01535, csr01545, csr01331, csr02570"
1660,ISE 520,,,,,"MATH 225, EE 441",csr00168
1661,INF 558,CSCI 563,,,,"CSCI 567, INF 552, INF 551, CSCI 585, INF 553",
1662,CSCI 529,,,,"CTIN 488, CSCI 522",,"khn00639, khn00649, khn00659, khn00669, khn00679, khn00689, khn00699, khn00709, csr00868, csr02233"
1663,CSCI 424,,,,,"ITP 380, ITP 485",
1664,CSCI 520,,,,,"CSCI 580, CSCI 420",
1665,CSCI 523,,,,"CSCI 580, CSCI 420",,
1666,CSCI 524,,,,"CSCI 580, CSCI 420",,"udc00102, udc00116, udc00012, udc00138"
1667,CSCI 526,,,,"CSCI 580, CSCI 420",,
1668,CSCI 596,,,,"CSCI 455, MATH 458",,
1669,EE 553,,,,,EE 441,
1670,CSCI 402,,,,"CSCI 356, CSCI 455, CSCI 201, EE 352",,"udc00123, csr02338, csr01455"
1671,CSCI 510,ISE 512,,,,,"udc00137, udc00136, udc00099"
1672,CSCI 512,,,,CSCI 571,,"udc00099, udc00153, udc00081, udc00105, udc00137"
1673,CSCI 568,,,,,CSCI 577,csr01682
1674,MUCD 550,,,,,"MUCD 443, MUCD 441",
1675,MUHL 575,,,,,MUHL 570,
1676,MUHL 591,,,MUHL 570,,,
1677,MUHL 573,,,,,MUHL 570,
1678,MUHL 574,,,,,MUHL 570,
1679,MUHL 576,,,,,MUHL 570,
1680,MUHL 577,,,,,MUHL 570,
1681,MUHL 578,,,,,MUHL 570,
1682,ACCT 509,,"GSBA 518, GSBA 510",,,,"csr00919, csr01036, csr01893, csr00310, csr00881, csr01870"
1683,CE 566,,,,CE 556,,
1684,FBE 570,,,,,"GSBA 548, GSBA 521, FBE 591",
1685,FBE 589,,,,,"GSBA 548, GSBA 521",
1686,FBE 591,,,,,"GSBA 548, GSBA 521",
1687,CE 570,,,,,"CE 556, CE 470, CE 566",
1688,ART 515,CRIT 515,FA 515,,,,
1689,CRIT 555,,PAS 555,,,,
1690,CRIT 556,,PAS 555,,,CRIT 555,
1691,CRIT 557,,PAS 555,,,CRIT 556,
1692,CRIT 591,,PAS 591,,,,
1693,CRIT 594,,PAS 594,,,,
1694,INF 523,,,,,INF 519,
1695,INF 525,,,,,INF 519,
1696,INF 526,,,,,CSCI 530,"csr01001, csr01940, csr02029"
1697,CSCI 550,,,,,"CSCI 585, CSCI 485",
1698,DHYG 614,,,,,"DHYG 613, DHYG 612",
1699,DSM 510,,CMGT 534,,,,"csr02097, csr02311, csr01076, udc00200, csr00103, csr02031, csr00963, csr02532, csr01806, csr01132"
1700,DSM 520,,CMGT 538,,,,
1701,DSM 596,,,,,"DSM 520, DSM 550, DSM 510","csr01880, csr02345, csr01842, csr01494, csr00266, csr01437, csr02145, csr01752, csr02350, csr00688"
1702,DSM 550,,,,,"DSM 520, DSM 510",
1703,DSM 560,,,,,DSM 550,
1704,LAW 573,,,,,"LAW 829, LAW 819, LAW 715",
1705,LAW 712,,LAW 638,,,,csr01391
1706,PPD 509,,PUAD 530,,,,
1707,RED 542,,,,,RED 541,csr02075
1708,RED 544,,,,,RED 542,
1709,RED 546,,,,,RED 542,
1710,RED 562,,RED 662,,,,
1711,RED 573,,RED 673,,,,
1712,RED 574,,RED 674,,,,
1713,RED 575,,RED 675,,,,
1714,MUEN 550,,MUEN 450,,,,
1715,MUHL 572,,,,,MUHL 570,
1716,MUHL 589,,,MUHL 570,,,
1717,ECON 401,,,,,ECON 303,
1718,ECON 500,,,ECON 401,,"ECON 305, ECON 303",
1719,ECON 601,,ECON 503,,,"ECON 401, ECON 500",
1720,ECON 501,,,,,"ECON 305, ECON 401, ECON 303",
1721,ECON 602,,ECON 505,,,ECON 401,
1722,ECON 502,,,,,ECON 401,
1723,ECON 607,,,,,ECON 502,
1724,ECON 615,,,,,ECON 609,
1725,ECON 609,,ECON 511,,,ECON 611,
1726,ECON 513,,,,,ECON 318,
1727,ECON 523,,,,,ECON 303,
1728,ECON 537,,,,,ECON 303,
1729,ECON 541,,,,,"ECON 305, ECON 303",
1730,ECON 634,,ECON 534,,,"ECON 601, ECON 500",
1731,ECON 644,,,,,"ECON 601, ECON 602, ECON 500, ECON 501",
1732,ECON 650,,,,,"ECON 601, ECON 500",
1733,ECON 651,,,,,"ECON 601, ECON 500, ECON 501",
1734,EDCO 503,,,,,EDUC 500,
1735,EDCO 541,,,EDUC 500,,,
1736,EDHP 587,,,,"EDHP 565, EDHP 563",,
1737,EDUC 500,,EDCO 500,,,,
1738,EDUC 547,,EDCO 548,,,,
1739,EDUC 637,,EDCO 542,,,"EDCO 541, EDUC 500, EDUC 507",
1740,EE 503,,"EE 464, EE 465",,,,
1741,EE 512,,,,,"EE 503, EE 441",
1742,EE 535,,,,,EE 503,"csr01462, csr00659, csr01600"
1743,EE 554,,,,,EE 457,"csr02075, csr00491"
1744,EE 649,,,,,EE 503,
1745,EE 444,,,,,EE 202,
1746,EE 521,,,,,EE 443,csr01140
1747,EE 516,,,,,EE 443,
1748,EE 524,,,,,EE 443,
1749,EE 525,,,,,EE 443,
1750,EE 482,,AME 451,,,EE 301,
1751,EE 527,,,,"EE 482, EE 521",,
1752,EE 543,,EE 485,,,EE 482,
1753,EE 585,,AME 541,,,EE 441,
1754,EE 593,,,,,"EE 482, EE 585",
1755,AME 532,,,,AME 459,,
1756,EE 522,,,,,EE 483,csr01145
1757,EE 586,,,,,EE 483,
1758,EE 596,,,,,"MATH 570, EE 483, EE 441, EE 569",
1759,EE 619,,,,"CSCI 544, EE 503, EE 519",,
1760,EE 669,,,,EE 503,,
1761,EE 448,,,,,EE 348,"csr01143, csr01135, csr01151"
1762,EE 632,,,,,EE 536,csr01654
1763,EE 479,,,,,EE 348,
1764,EE 506,MASC 506,,,,,
1765,EE 540,,,,,EE 470,
1766,EE 601,MASC 601,,,"EE 471, EE 539",,
1767,EE 519,,,,,EE 483,
1768,EE 564,,,,,"EE 503, EE 441",
1769,EE 567,,,,"EE 503, EE 441",,
1770,EE 511,,,,EE 503,,
1771,EE 483,,,,,EE 301,csr01145
1772,EE 583,,,,,EE 503,csr01145
1773,EE 541,,,,,EE 348,
1774,EE 544,,,,,"EE 348, EE 364, EE 301",
1775,ISE 561,,,,,ISE 500,
1776,ISE 536,,,,,"MATH 225, EE 441",
1777,BAEP 552,,BAEP 566,"BAEP 549, GSBA 550, BAEP 550, BAEP 551",,,
1778,BAEP 554,,,,,"BAEP 556, BAEP 552, BAEP 566",
1779,MKT 525,,,,,"GSBA 528, GSBA 509",csr01047
1780,MKT 528,,,,,"GSBA 528, GSBA 509","csr00685, csr02575, csr01833, csr00687, csr02577, csr00688, csr02578, csr00705, csr00684, csr02574"
1781,MKT 530,,,,,"GSBA 528, GSBA 509",udc00045
1782,ENST 501,,,ENST 502,,,
1783,ENST 503,,,ENST 504,,ENST 501,
1784,ENST 540,,,,ENST 500,,
1785,PPD 621,,PLUS 561,,,,
1786,PPDE 632,,GEOG 601,,,,"csr00672, csr00770"
1787,FBE 524,,,,,"GSBA 548, GSBA 521","csr01826, csr01759, csr01863"
1788,FBE 529,,,,,"GSBA 548, GSBA 521","csr00953, csr00919, csr00946, csr01036, csr01862"
1789,FBE 531,,,,,"GSBA 548, GSBA 521","csr02208, csr01038"
1790,FBE 543,,,,,"FBE 506, GSBA 506, GSBA 545, GSBA 524, GSBA 516",
1791,FBE 555,,,,,"GSBA 548, GSBA 521",
1792,FBE 523,,,,,"GSBA 548, GSBA 521",
1793,FBE 527,,,,,"GSBA 548, GSBA 521",
1794,FBE 532,,,,,"GSBA 548, GSBA 521","csr02208, csr01864, csr01038"
1795,FBE 533,,,,,"GSBA 548, GSBA 521",
1796,FBE 535,,,,,"GSBA 548, GSBA 521",
1797,FBE 540,,,,,"GSBA 548, GSBA 521",
1798,FBE 554,,,,,"GSBA 548, GSBA 521",
1799,FBE 559,,,,,"GSBA 548, GSBA 521",csr01079
1800,FBE 560,,,,,"GSBA 548, GSBA 521",
1801,FBE 562,,,,,"GSBA 580, GSBA 549, GSBA 544, GSBA 581",
1802,FBE 571,,"FBE 572, FBE 573",,,"GSBA 548, GSBA 521","csr01036, csr00919"
1803,ISE 563,,,,ISE 220,,
1804,ECON 613,,,,,ECON 609,udc00180
1805,EE 500,,,,"EE 503, EE 483, EE 441",,"csr01020, csr01714, csr00202"
1806,EE 517,,,,,EE 503,"csr01601, csr00141, csr01637, csr00706"
1807,EE 556,,,,,"EE 512, EE 503, EE 562, ISE 538",
1808,ISE 539,,,ISE 538,,,
1809,ART 520,,FA 520,,,,
1810,ART 530,CRIT 530,,,,,
1811,ART 594,,FA 594,,,,
1812,SSCI 581,,GEOG 581,,,,
1813,SSCI 582,,GEOG 582,,SSCI 581,,udc00073
1814,SSCI 587,,GEOG 587,,SSCI 581,,
1815,SSCI 583,,GEOG 583,,SSCI 581,,
1816,SSCI 584,,,,SSCI 583,,
1817,SSCI 585,,GEOG 585,,SSCI 581,,"csr00965, csr02534, csr00900, csr01322, csr01469, csr02355, csr00260, csr00967, csr02536, csr00915"
1818,SSCI 586,,GEOG 586,,SSCI 582,,"csr00896, csr01318, csr01465, csr02351"
1819,SSCI 588,,GEOG 588,,SSCI 581,,
1820,SSCI 589,,GEOG 589,,SSCI 581,,
1821,SSCI 591,,GEOG 591,,SSCI 581,,"csr00896, csr01318, csr01465, csr02351, csr01337, csr00913"
1822,SSCI 592,,,,SSCI 591,,"csr00896, csr01318, csr01465, csr02351"
1823,SSCI 593,,,,SSCI 587,,"csr02051, csr00915"
1824,GDEN 710,,GDEN 716,,,"GDEN 711, GDEN 722, GDEN 725, GDEN 713, GDEN 715",
1825,GDEN 712,,OFPM 729,,,ADNT 701,
1826,MEDS 504,,,,,MEDS 503,
1827,BAEP 550,,"BAEP 549, GSBA 586, GSBA 550, BAEP 551",,,,csr01399
1828,BAEP 551,,"BAEP 549, GSBA 586, GSBA 550, BAEP 550",,,,
1829,DSO 582,,IOM 582,,"GSBA 504, GSBA 534",,"csr01888, csr01039"
1830,MEDS 527,,,,MEDS 500,,
1831,MEDS 554,,,,"MEDS 500, MEDS 501, MEDS 511, MEDS 510, MEDS 515, MEDS 514",,
1832,MEDS 555,,,,"MEDS 500, MEDS 501, MEDS 513, MEDS 515, MEDS 514",,
1833,MEDS 559,,,,"MEDS 500, MEDS 501, MEDS 535, MEDS 515",,
1834,MEDS 561,,,,"MEDS 500, MEDS 501, MEDS 518, MEDS 513",,
1835,MEDS 562,,,,"MEDS 500, MEDS 501, MEDS 535, MEDS 515",,
1836,MEDS 564,,,,"MEDS 500, MEDS 501, MEDS 535, MEDS 515",,
1837,MEDS 566,,,,"MEDS 500, MEDS 501, MEDS 535, MEDS 515",,
1838,DSO 586,,IOM 586,,,,"csr01888, csr01039"
1839,MKT 565,,,,,"GSBA 529, GSBA 509",
1840,DSO 549,,"ISE 507, IOM 549",,,,"csr00134, csr01508, csr02450, csr01482, csr01484, csr01509, csr02451, csr01485, csr01483, csr01511"
1841,DSO 557,,IOM 557,,,,"csr00320, csr00660, csr00316, csr00318, csr00319"
1842,DSO 581,,IOM 581,,"GSBA 504, GSBA 534",,"csr00320, csr00660, csr00318, csr00319, csr00316, csr01892, csr00317, csr00458"
1843,DSO 505,,IOM 505,,,,"csr00672, csr00770"
1844,DSO 506,,IOM 506,,,,csr00319
1845,DSO 520,,IOM 520,,,,"csr00316, csr00457"
1846,DSO 534,,DSO 532,DSO 516,,,
1847,DSO 580,,IOM 580,,"GSBA 504, GSBA 534",,"csr00965, csr02534, csr00300, csr01498, csr01638, csr00312, csr02137, csr01620, csr00481, csr01386"
1848,CHE 510,,AME 577,,,,
1849,AME 577,,CHE 510,,,,
1850,PPD 511,,,,"PPD 502, PPD 516",,"csr00910, csr01335, csr02369"
1851,PPD 510,,,,,"PPD 502, PPD 516","csr01036, csr01129, csr01100, csr01646, csr02295"
1852,PPD 512,,,,,PPD 509,
1853,PPD 513,,,,PPD 509,,
1854,PPD 514,,PUAD 537,,,PPD 501,
1855,PPD 515,,,,,"PPD 557, HMGT 520, PPD 545, PPD 511, PPD 513, PPD 514, PPD 509, HMGT 565, PPD 501",csr00705
1856,PPD 545,,PUAD 585,,,,
1857,PPD 558,,,,,"PPD 525, PPD 502",
1858,ARCH 550,,,,ARCH 549,,
1859,ARCH 551,,,,ARCH 549,,
1860,ARCH 556,,,,,ARCH 549,
1861,ARCH 691,,,,,ARCH 549,
1862,HRM 550,,,,,HRM 515,
1863,ISE 525,,,,ISE 225,,
1864,IDSN 515,,,,"IDSN 520, IDSN 525, IDSN 510, IDSN 540",,
1865,IDSN 540,,,,IDSN 510,,
1866,IDSN 545,,,,IDSN 510,,
1867,IDSN 550,,,,"IDSN 540, IDSN 510",,
1868,IDSN 560,,,,"IDSN 540, IDSN 510",,
1869,IDSN 570,,,,"IDSN 540, IDSN 510",,
1870,IDSN 520,,,,IDSN 510,,udc00027
1871,IDSN 525,,,,IDSN 510,,"csr00765, csr00801, csr00067, csr01361"
1872,IDSN 530,,,,IDSN 510,,"csr00399, csr02151"
1873,IDSN 505,,,,"IDSN 540, IDSN 510",,
1874,CTIN 542,,,,,CTIN 532,
1875,CTIN 548,,,,,CTIN 532,
1876,CTIN 594,,,,,CTIN 548,
1877,CTWR 526,,,,,CTWR 518,
1878,CTIN 583,,,,CTIN 506,,"csr00868, csr02233, csr01963, csr01963, csr00872, csr02237, csr01297, csr02036"
1879,MUEN 529,,MUEN 429,,,,
1880,MUJZ 545,,MUED 547,,,,
1881,MUJZ 547,,MUCO 547,,,,
1882,JOUR 531,,,,,JOUR 528,
1883,JOUR 524,,,,JOUR 552,,
1884,JOUR 555,,,,,"JOUR 553, JOUR 551",
1885,ARCH 414,,,,,"ARCH 214, ARCH 304",
1886,ARCH 542,,,,,ARCH 541,"khn01113, khn01123, khn01133, khn01143, khn01153, khn01163, khn01173, khn01183"
1887,ARCH 538,,,,,ARCH 537,
1888,ARCH 530,,ARCH 630,,,,
1889,ARCH 642,,,,,ARCH 542,"khn01113, khn01123, khn01133, khn01143, khn01153, khn01163, khn01173, khn01183"
1890,ARCH 407,,,,,ARCH 207,
1891,PPD 527,,PLUS 506,,,,
1892,PPD 530,,PLUS 510,,,,
1893,PPD 641,,,,,PPD 640,
1894,PPD 642,,,,,PPD 641,csr02209
1895,PPD 643,,,,,PPD 642,
1896,EDUC 589,,EDPT 520,,,,
1897,EDUC 595,,EDPT 520,,,,
1898,GSBA 502,,"GSBA 523, GSBA 542, GSBA 502",,,,"csr01623, csr02448, csr01622, csr02447"
1899,LIM 598,,,,,"LIM 500, LIM 501, LIM 502, LIM 503, LIM 504, GSBA 502",
1900,FBE 587,,"FBE 558, FBE 557",,,,
1901,PPD 649,,PUAD 516,,,,
1902,BISC 445,,,,,"BISC 313, BISC 325, BISC 320, BISC 330, BISC 221, BISC 220, BISC 120, BISC 121",
1903,BISC 455,,,BISC 431,,BISC 320,
1904,BISC 511,,BISC 510,,,,
1905,BISC 512,,BISC 510,,,,
1906,GEOL 500,,,,GEOL 577,,
1907,GEOL 501,,,,GEOL 433,,
1908,GEOL 555,,,,"GEOL 412, GEOL 460, GEOL 512",,
1909,GEOL 560,,,,,GEOL 460,
1910,GEOL 577,,,,GEOL 433,,
1911,OS 512,GEOL 512,,,,"CHEM 105, MATH 126",
1912,MKT 543,,,,,"GSBA 528, GSBA 509","udc00180, csr01821"
1913,MKT 512,,,,,"GSBA 528, GSBA 509","csr00307, csr00878, csr01867"
1914,MKT 556,,,,,"GSBA 528, GSBA 509","csr01035, csr01825, csr01831, csr00999, csr00715, csr00970, csr01891, csr01050, csr01083"
1915,MKT 560,,,,,"GSBA 528, GSBA 509","csr01085, csr01051, csr01850, csr00794, csr01825, csr01050, csr01035"
1916,EDUC 515,,,,,"EDCO 541, EDUC 500, EDUC 507",
1917,EDUC 544,,EDCO 544,,,,
1918,EDUC 546,,EDCO 546,,,,
1919,EDUC 634,,,,,"EDCO 541, EDUC 500, EDUC 507",
1920,EDUC 635,,EDCO 554,,,"EDCO 541, EDUC 500, EDUC 507",
1921,EDUC 636,,EDCO 516,,,EDUC 507,
1922,EDUC 638,,EDCO 551,,,,
1923,EDUC 644,,EDCO 560,,,"EDUC 546, EDCO 541, EDUC 500, EDUC 507",
1924,EDUC 645,,EDCO 561,,,EDUC 644,
1925,LAW 869,,,,,LAW 630,
1926,LAW 658,,,,,LAW 603,
1927,MATH 530,,MATH 503,,"MATH 407, MATH 225",,
1928,ECON 659,,,,,ECON 601,"csr01078, csr00711, csr01092, csr01715"
1929,MATH 508,,,,,MATH 507,
1930,MATH 509,,,,,"MATH 507, MATH 505",udc00158
1931,MATH 585,,,,,"MATH 525, MATH 570",
1932,ECON 614,,,,,ECON 604,
1933,ECON 652,,,,,ECON 601,"csr00711, csr01092, csr01715, csr01078, csr01838, csr00755, csr00936, csr02216"
1934,AME 514,,,,AME 513,,
1935,AME 581,,,,"AME 310, MATH 245, PHYS 153",,
1936,AME 582,,,,,"PHYS 153, AME 581, AME 526",
1937,AME 541,,EE 585,,,AME 451,
1938,AME 515,,,,"AME 331, AME 526",,
1939,AME 517,,,"AME 526, AME 525",,AME 331,
1940,AME 533,,,,,AME 457,
1941,AME 537,,,,"AME 309, MATH 445",,
1942,AME 455,,,,"AME 310, AME 301, AME 309",,
1943,AME 534,,,,,"AME 530, AME 581, AME 457, AME 526",
1944,AME 583,,,,,"PHYS 153, AME 581, AME 526",
1945,BME 650,,,,BME 513,,
1946,BME 620,,,,,BME 502,
1947,BIOC 575,,,,INTD 571,,
1948,INTD 551,,,,,INTD 550,
1949,PM 532,,,,PM 512,,
1950,PM 554,,,,PM 529,,
1951,PM 537,,,,,PM 512,
1952,PM 553,,,,PM 510,,
1953,PM 558,,,,"PM 510, PM 512",,
1954,PM 586,,,,,"PM 510, PM 512",
1955,BISC 414,,,,,BISC 325,csr01650
1956,BISC 425,,,,,BISC 325,
1957,EDUC 569,,EDUC 569,,,,
1958,MUHL 579,,,,,MUHL 570,
1959,MUIN 520,,,,,MUIN 510,
1960,MUIN 523,,,,,MUIN 510,csr00996
1961,MUIN 530,,,,,MUIN 520,
1962,MUIN 540,,,,,MUIN 520,
1963,MUIN 541,,,,,MUIN 522,
1964,MUIN 542,,,,,MUIN 510,
1965,MUIN 598,,,,,MUIN 510,
1966,MUIN 526,,,,,"MUIN 511, MUIN 510",
1967,PPD 542,,"PUAD 529, PUAD 525",,,PPD 502,
1968,PPD 675,,,,PPD 689,,"csr01877, csr02342, csr02209"
1969,PPDE 645,,PPD 541,,,,"csr01036, csr00919"
1970,PPDE 682,,,,,"PPD 542, PPD 675, PPD 689","csr02209, csr01877, csr02342"
1971,ANST 503,,,,,"ANST 501, ANST 502",
1972,ANST 504,,,,,"ANST 501, ANST 502",
1973,ANST 506,,,,,"ANST 505, ANST 504, ANST 503",
1974,ANST 507,,,,,"ANST 505, ANST 504, ANST 503",
1975,ANST 509,,,,,"ANST 505, ANST 507, ANST 506",
1976,ANST 513,,,,,ANST 511,
1977,ANST 514,,,,,ANST 513,
1978,NURS 507,,,,,NURS 503,
1979,NURS 600,,,,,"NURS 503, NURS 507",
1980,NURS 601,,,,,NURS 600,
1981,NURS 603,,,,,NURS 602,"khn00006, khn00016, khn00026, khn00036, khn00046, khn00056, khn00066, khn00076"
1982,NURS 604,,,,,NURS 600,
1983,NURS 607,,,,,"NURS 503, NURS 600, NURS 602, NURS 603, NURS 507",
1984,SOWK 506,,"SOWK 503, SOWK 505",,,,
1985,OT 534,,OT 504,,,,
1986,OT 537,,OT 570,,,,
1987,OT 538,,OT 508,,,,
1988,OT 540,,OT 580,,,,"csr02209, csr01800"
1989,OT 545,,OT 585,,,,
1990,OT 586,,OT 486,,,,
1991,ISE 532,,,,,"ISE 536, ISE 330",
1992,ISE 582,,,,,ISE 382,
1993,SAE 541,,ISE 541,,,,csr01634
1994,MUEN 526,,MUEN 426,,,,
1995,MUEN 523,,MUEN 423,,,,
