"id","name","description","prerequisite","preparation","crosslist","corequisite","duplicate","similarity"
"MDA 325","MDA 325 Case Studies in Modern Leadership","Study of a single leader or small set of leaders , including the strengths and weaknesses that distinguish them and the cultural forces that nurture them .","","","","","",""
"POSC 423","Presidents and the Presidency","Presidential coalition ; sources of presidential power ; recent leadership styles ; decision-making within the presidency .","","","","","",""
"MDA 365","The Art and Adventure of Leadership","Areas of knowledge and kinds of competencies that are fundamental to the study and practice of leadership in a variety of settings .","","","","","",""
"MDA 475","MDA 475 The Future of California","Challenges facing California ; options for governmental and constitutional reform ; opportunities for economic growth ; demographic and cultural changes ; education , environment , and other policy issues .","","","","","",""
"AHIS 469","Critical Approaches to Photography","IrregularSelected problems in the history , theory and criticism of photography ; recent scholarship considered in relationship to specific photographers and photographic images .","","","","","",""
"COMM 370","The Rhetoric of Ideas : Ideology and Propaganda","Techniques of propaganda in public discourse ; communication strategies through which ideas become ideologies ; case studies in wartime and corporate propaganda , imperialism , and cultural colonialism .","","","","","",""
"COMM 395","COMM 395m Gender , Media and Communication","Issues of gender in communication , including : media representations of femininity and masculinity ; and gender’s role in communication at the interpersonal , public , and cultural levels .","","","SWMS 395","","",""
"HIST 225","HIST 225g Film , Power , and American History","U .S . motion pictures as both a response to and comment upon major events , problems , and themes in 20th century America .","","","","","",""
"HIST 255","HIST 255g The Evolution Debates","IrregularHistorical perspective for current debates on evolution , investigating the contexts for the emergence and development of evolutionary theory and its subsequent impact on society .","","","","","",""
"COMM 300","Entertainment , Communication and Society","Theoretical foundation for understanding the construction , consumption , and consequences of entertainment from classical to contemporary times ; situates entertainment within the ecology of information and communication .","","","","","",""
"COMM 306","COMM 306 Innovation , Entertainment , and the Arts","Explorations of innovation in the entertainment business . The effects of digital mobile media on TV , movies , music , advertising , social networks and art .","","","","","",""
"COMM 355","Advertising and Communication","Advertising as a mode of communication ; U .S . advertising history and institutions ; economic and policy contexts (domestic and global) ; critical analysis of advertising texts .","","","","","","udc00201/0.497;udc00204/0.41100000000000003"
"COMM 363","Media Consumption","Theoretical approaches to the study of media consumption and audiences ; examines international media and consumption practices ; explores new media’s impact on consumption .","","","","","",""
"COMM 430","Global Entertainment","Survey of economic , political , and cultural dimensions of the global entertainment marketplace ; focuses on the international production and distribution of media products and services .","","","","","",""
"COMM 433","Home Entertainment","History and impact of television and ancillary home entertainment (pay television , cable television , home video , DVD , DVR , video-on-demand , etc .) on media industries and consumer experience .","","","","","","csr01027/0.3035"
"COMM 440","Music as Communication","Examines music’s unique characteristics as a communicative form and the cultural , economic , political and social influences in music interpretation and production .","","","","","","csr00992/0.3145"
"COMM 457","COMM 457 Youth and Media","Exploration of youth media and culture , including television , movies , video games , toys , magazines , music , social media . Examines representations of youth and youth as audience . ","COMM 300","","","","",""
"JOUR 381","Entertainment , Business and Media in Today's Society","An examination of the symbiotic relationship of the entertainment business and the media ; press coverage of the entertainment industry ; Hollywood’s relationship with news media .","","","","","",""
"JOUR 493","JOUR 493 Comics and Graphic Storytelling","Focus on comics as a medium to tell a broad range of stories and speak to diverse kinds of audiences . Develop a core vocabulary for thinking about comics as a medium and analyze how artists have drawn on that vocabulary in a range of contexts .","","","COMM 493","","",""
"IR 470","Comparative Regionalism","Analysis of the factors that provide different forms of regional arrangements in different parts of the world (e .g , NAFTA , FU , ASEAN) . ","IR 210","","","","",""
"HIST 438","HIST 438 Seminar in Pre-Modern Japanese History","A readings and research seminar dealing with one topic in the history of Japan before 1550 . Topics will change each time the course is offered .","","","","","",""
"HIST 464","Culture , Money , and Power : Japanese-American Relations since 1853","Examination of the role of cultural , economic , and military forces in shaping relations between two of the most important nations in the Asia/Pacific regions .","","HIST 363","","","",""
"POSC 354","Japanese Politics","Contemporary Japanese politics , political economy , and political processes . How political systems are organized ; roles of bureaucrats , politicians , interest groups , and social activists in policymaking .","","POSC 120","","","",""
"ARTL 310","ARTL 310 Music and Dance In Paris Salon Culture","During this twenty-four day Maymester course in Paris , students will explore moments in Parisian salon culture as sites of artistic inspiration and collaboration .","","","","","",""
"DANC 170","DANC 170 Choreography and Performance","Compositional methods and approaches to developing choreographic ideas ; integration of improvisational techniques as a means to generate movement ideas and expand movement vocabulary , edit choreographic material , and evaluate and execute choreography and performance .","","","","","DANC 385;THTR 385",""
"DANC 175","DANC 175 Choreography for the Screen","Creative choreography of theatrical dance for the screen . Emphasis on rhythmic analysis , versatility , composition , notation techniques , and stylizing .","","","","","DANC 482;THTR 482",""
"DANC 483","DANC 483 Dance Performance","Preparation , rehearsal , and performance of experimental choreography in main stage repertory .","","","","","THTR 483",""
"DANC 183","DANC 183a Ballet","An introduction to Classical Ballet technique with beginning-level barre and center work , focusing on correct body alignment and musicality . Development of a basic knowledge of ballet history and terminology .","","","","","THTR 183",""
"DANC 185","DANC 185a Hip Hop Dance","An introduction to elements of Hip Hop Dance , including technique , movement , musical rhythm , tempo , and phrasing , as well as the historical context required to develop the skills needed to practice and perform this popular dance form .","","","","","THTR 185;DANC 185",""
